University,Course,Level,Official URL,URL is course-specific?,Fee status,Figure found (CAD),Note,Gaurav: annual intl fee (CAD),Gaurav: source URL,Gaurav: notes
"Queen's","Bachelor of Arts (Political Studies)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Sociology)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Environmental Studies)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Global Development Studies)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Drama)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Film and Media)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Geography)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Philosophy)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Mathematics)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Religious Studies)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Classics)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Languages)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Bachelor of Arts (Art History)","Bachelor","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Juris Doctor (JD)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Business Administration (MBA)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Finance","Masters","https://smith.queensu.ca/grad_studies/","no — shared Smith grad page","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Management Analytics","Masters","https://smith.queensu.ca/grad_studies/","no — shared Smith grad page","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of International Business","Masters","https://smith.queensu.ca/grad_studies/","no — shared Smith grad page","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science (MSc)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Arts (MA)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Engineering (MEng)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Applied Science (MASc)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Public Administration (MPA)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Education (MEd)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Nursing (MN)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Laws (LLM)","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Computer Science","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Biology","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Chemistry","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Psychology","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Economics","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Physics","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Mathematics","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Environmental Studies","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Arts in History","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Arts in English","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Arts in Political Studies","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Kinesiology","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Science in Biochemistry","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Urban and Regional Planning","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Master of Arts in Education","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Arts and Science)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD Engineering","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD Education","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD Nursing Science","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD Law","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Computer Science)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Biology)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Chemistry)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Psychology)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Economics)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Physics)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (History)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (English)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Political Studies)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Mathematics)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","PhD (Geography)","PhD","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Graduate Diploma in Business","Masters","https://smith.queensu.ca/grad_studies/","no — shared Smith grad page","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Graduate Certificate in Business Analytics","Graduate Certificate","https://smith.queensu.ca/grad_studies/","no — shared Smith grad page","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"Queen's","Postgraduate Diploma in Computing","Masters","https://www.queensu.ca/academics/programs","no — generic programmes listing (row marked withdrawn)","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Baccalauréat spécialisé en sciences de l'activité physique - éducation et coaching et Formation à l'enseignement - cycles intermédiaire/supérieur","Bachelor","https://catalogue.uottawa.ca/en/undergrad/baccalaureat-specialise-sciences-activite-physique-education-coaching-formation-enseignement-cycles-intermediaire-superieur/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Baccalauréat spécialisé en sciences de l'activité physique - éducation et coaching et Formation à l'enseignement - cycles moyen/intermédiaire","Bachelor","https://catalogue.uottawa.ca/en/undergrad/baccalaureat-specialise-sciences-activite-physique-education-coaching-formation-enseignement-cycles-moyen-intermediaire/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Baccalauréat spécialisé en sciences de l'activité physique - éducation et coaching et Formation à l'enseignement - cycles primaire/moyen","Bachelor","https://catalogue.uottawa.ca/en/undergrad/baccalaureat-specialise-sciences-activite-physique-education-coaching-formation-enseignement-cycles-primaire-moyen/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Arts Interdisciplinary Studies","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-arts-interdisciplinary-studies/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Arts Interdisciplinary Studies (online) (Coming in 2027)","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-arts-interdisciplinary-studies-online/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Fine Arts (BFA)","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-fine-arts-bfa/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Fine Arts in Acting","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-fine-arts-acting/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Multidisciplinary Design - Experiential Learning","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-multidisciplinary-design-experiential-learning/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Music (BMUS)","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-music/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Science","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-science/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Social Sciences in Interdisciplinary Studies","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-social-sciences-interdisciplinary-studies/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Social Sciences in Interdisciplinary Studies","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-social-sciences-major/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Bachelor of Social Sciences in Interdisciplinary Studies","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bachelor-social-sciences/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Biomedical Mechanical Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-biomedical-mechanical-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Biomedical Mechanical Engineering and BSc Computing Technology","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-biomedical-mechanical-engineering-bsc-computing-technology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Chemical Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-chemical-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Chemical Engineering and BSc Computing Technology","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-chemical-engineering-bsc-computing-technology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Chemical Engineering, Engineering Management and Entrepreneurship Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-chemical-engineering-engineering-management-entrepreneurship-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Chemical Engineering, Environmental Engineering Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-chemical-engineering-environmental-engineering-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Civil Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-civil-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Civil Engineering and BSc Computing Technology","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-civil-engineering-bsc-computing-technology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Civil Engineering, Engineering Management and Entrepreneurship Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-civil-engineering-engineering-management-entrepreneurship-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Civil Engineering, Environmental and Water Resources Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-civil-engineering-environmental-water-resources-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Civil Engineering, Structural and Geotechnical Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-civil-engineering-structural-geotechnical-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Computer Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-computer-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Computer Engineering, Engineering Management and Entrepreneurship Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-computer-engineering-engineering-management-entrepreneurship-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Electrical Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-electrical-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Electrical Engineering and BSc Computing Technology","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-electrical-engineering-bsc-computing-technology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Electrical Engineering, Engineering Management and Entrepreneurship Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-electrical-engineering-engineering-management-entrepreneurship-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Mechanical Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-mechanical-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Mechanical Engineering and BSc Computing Technology","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-mechanical-engineering-bsc-computing-technology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Mechanical Engineering, Engineering Management and Entrepreneurship Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-mechanical-engineering-engineering-management-entrepreneurship-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Multidisciplinary Design Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-multidisciplinary-design-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Software Engineering","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-software-engineering/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","BASc Software Engineering, Engineering Management and Entrepreneurship Option","Bachelor","https://catalogue.uottawa.ca/en/undergrad/basc-software-engineering-engineering-management-entrepreneurship-option/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","B.A. spécialisé Lettres françaises et Baccalauréat en éducation","Bachelor","https://catalogue.uottawa.ca/en/undergrad/ba-specialise-lettres-francaises-baccalaureat-education/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","B.Sc. spécialisé Sciences et Baccalauréat en éducation - Cycles intermédiaire/supérieur","Bachelor","https://catalogue.uottawa.ca/en/undergrad/bsc-specialise-sciences-baccalaureat-education-cycles-intermediaire-superieur/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificat/Baccalauréat en éducation - Éducation technologique","Bachelor","https://catalogue.uottawa.ca/en/undergrad/certificat-baccalaureat-education-education-technologique/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Creative Writing","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-creative-writing/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Francophone Studies","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-francophone-studies/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Human Resource Management","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-human-resource-management/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Indigenous Laws","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-indigenous-laws/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Law","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-law/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Management","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-management/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Political Science","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-political-science/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate Professional Writing","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-professional-writing/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Certificate translation English-French (Online)","Undergraduate Certificate","https://catalogue.uottawa.ca/en/undergrad/certificate-translation-english-french/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Doctorate Environmental Sustainability","PhD","https://catalogue.uottawa.ca/en/graduate/doctorate-environmental-sustainability/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Doctorate in Philosophy Advanced Materials and Manufacturing","PhD","https://catalogue.uottawa.ca/en/graduate/doctorate-philosophy-advanced-materials-manufacturing/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Doctorate in Philosophy Anthropology","PhD","https://catalogue.uottawa.ca/en/graduate/doctorate-philosophy-anthropology/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Doctorate in Philosophy Biochemistry","PhD","https://catalogue.uottawa.ca/en/graduate/doctorate-philosophy-biochemistry/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
"uOttawa","Doctorate in Philosophy Biochemistry and Specialization Bioinformatics","PhD","https://catalogue.uottawa.ca/en/graduate/doctor-philosophy-biochemistry-specialization-bioinformatics/","yes","Placeholder (no source)","","Round placeholder, no source recorded","","",""
